time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
843,2.291251,-6.305130,-6.871359,0.452453,-0.644040,0.685341
844,2.013524,-6.586449,-6.274005,0.017587,-0.086600,-0.579289
845,3.690662,-6.642713,-6.344635,0.320021,0.464178,-0.570230
846,5.329493,-6.353014,-8.013393,-0.199580,0.562502,-0.423675
847,5.171476,-8.055291,-8.766370,0.018386,-0.526796,0.082070
848,2.510320,-7.663840,-9.991004,0.112980,0.049828,0.756753
849,1.229423,-6.117185,-10.957064,-0.158279,-0.609666,-0.592879
850,2.782062,-7.696161,-5.360618,-0.347467,0.102855,0.436199
851,4.260482,-2.470816,-10.803835,0.370916,0.341072,-0.398628
852,3.475184,-7.253234,-6.059724,0.516138,-1.354962,-0.948606
853,4.548983,-6.172252,-9.301474,0.273657,0.111648,-0.330147
854,2.316390,-7.326257,-5.880159,-0.215568,-0.905706,0.306432
855,2.051831,-4.847061,-9.597157,-0.381041,0.013590,1.199081
856,1.070208,-3.166332,-6.994660,-0.231556,-0.415415,-0.143357
857,1.314417,-3.580529,-5.244499,0.123372,1.009360,0.024248
859,4.340688,-6.211756,-7.756016,0.083403,0.784732,0.218499
860,2.692280,-5.073313,-8.389283,0.198515,1.222530,0.375712
861,4.232949,-7.625533,-7.662642,0.200646,0.069547,0.604070
862,2.424129,-7.349002,-7.034164,0.036239,-0.072478,0.856144
863,1.185130,-5.706580,-7.393295,0.383173,0.136695,1.147920
864,2.393005,-8.753201,-6.854599,0.160677,-0.365320,0.190787
865,1.140837,-6.884527,-6.995857,0.206775,-0.557972,-0.531593
866,2.357092,-11.197681,-6.688202,-0.191320,-1.001100,-1.899878
867,3.259706,-9.214086,-6.020220,-0.095394,0.494554,0.593945
868,1.668759,-5.912481,-7.080852,0.091397,-0.573427,0.801253
869,1.126472,-9.107543,-7.396886,0.206508,-0.962729,-0.206775
870,0.863110,-8.554482,-7.413646,0.583286,-1.222263,0.482564
871,-0.590171,-8.550891,-7.793127,0.062885,-0.201712,-0.890784
872,0.266953,-7.675811,-6.835446,0.971256,-0.249142,0.441262
873,-0.855927,-9.503783,-6.508637,0.673351,-1.742665,-0.113247
874,-0.160412,-7.151481,-4.041412,0.788196,-1.234787,-0.029844
875,-0.815226,-9.294291,-4.576517,0.426873,-0.858809,-1.192686
876,1.066617,-10.797850,-5.189432,1.221997,-2.539654,0.533991
877,1.090559,-10.625467,-5.015852,0.315492,-0.984312,-0.970989
878,0.505177,-6.698977,-1.948880,0.802585,-0.719449,0.545449
880,0.070629,-7.484274,-3.023877,0.481498,-1.945176,-0.419412
881,-0.045490,-9.876082,-1.404199,-0.227292,-1.394398,-1.095161
882,-0.312443,-10.133459,-2.516306,0.596343,-1.418646,1.272625
883,0.131681,-12.264298,-4.612430,-0.381308,-1.266763,-0.579822
884,-0.652420,-10.905589,-0.810437,0.158545,-0.274456,-0.398628
885,2.044648,-13.046005,-1.642422,0.296839,-1.139927,-0.310962
886,1.459266,-11.535264,-2.200271,-0.074876,-0.607534,-0.003464
887,0.497994,-11.279084,-4.097676,-0.063685,-1.460214,0.284049
888,2.084153,-13.080721,-5.425261,-0.942478,-1.391467,-0.381574
889,1.634043,-10.497377,-1.707066,-1.176165,-0.073810,0.357326
890,1.425747,-7.228095,-4.683059,-0.904640,-0.402891,0.343204
891,0.333991,-7.599196,-5.691018,-0.174533,-0.148420,0.523599
892,-1.527501,-4.623203,-4.417302,0.287513,0.198781,-1.100224
893,0.004788,-10.024523,-3.681085,0.328015,0.364787,-0.725311
894,3.603274,-9.952697,-5.809530,-0.539320,-0.067149,0.789795
895,2.934094,-6.671443,-6.446388,-0.579556,0.150018,0.215302
896,0.683545,-7.322666,-5.904101,0.209706,-0.609666,0.357859
897,1.766921,-7.607576,-7.848193,0.029577,-0.024515,-0.990175
898,1.693898,-9.284714,-6.127959,0.131899,-0.297905,-0.442861
899,4.025850,-9.428367,-5.899313,-0.109250,-0.362655,-0.725577
901,3.342306,-6.823475,-5.793968,0.000799,-0.237418,-0.027446
902,2.069787,-5.509058,-3.749320,0.034374,-0.750358,-0.439930
903,1.124078,-6.889316,-6.781576,-0.362389,-0.338407,-0.718916
904,2.300828,-9.001001,-6.619968,-1.131933,0.528662,-0.898511
905,2.554613,-6.394913,-7.103596,-0.180395,0.638178,0.901443
906,3.253720,-6.940791,-8.380903,0.611531,-0.426340,0.473504
907,2.736573,-8.948329,-5.267244,0.085002,-0.336809,-0.117510
908,0.608127,-5.565322,-8.169016,1.059455,0.262199,1.613430
909,0.938527,-9.329007,-8.896853,-0.545715,-0.590481,-1.570263
910,2.796427,-11.124659,-7.162254,-0.952870,0.139893,-0.076741
911,0.259771,-7.192182,-6.336255,-0.930487,-0.181461,-0.267262
912,1.161188,-7.557298,-9.227253,0.350931,-1.453553,-1.021617
913,0.966060,-8.760384,-5.541380,-0.022916,-0.860674,-0.305632
914,-0.495600,-4.297592,-6.461950,0.534257,-0.626187,0.375712
915,0.784101,-9.882068,-5.858612,0.611265,-0.482564,-1.207342
916,-0.673968,-9.753978,-9.159019,0.620858,-0.770609,0.197449
917,-0.634463,-9.744401,-5.172673,0.139626,1.046398,1.242248
918,-0.562637,-7.405266,-6.102820,0.024781,-0.825234,-0.318956
919,-0.814029,-7.410054,-6.373365,0.019452,0.446058,0.429538
920,-0.547075,-8.201338,-6.262034,0.001066,-0.936616,-0.848150
921,-0.359130,-9.557653,-6.712144,-0.225960,-0.538521,-0.928355
923,0.727837,-9.265560,-6.453571,0.002931,-1.000567,-0.962196
924,0.383072,-10.844537,-4.171896,0.010658,-0.930487,-0.469773
925,1.041478,-8.073248,-5.026627,-0.033041,-0.824168,-0.206242
926,0.471658,-7.917625,-4.289212,-0.168138,-1.158845,-0.730374
927,-0.229843,-7.862558,-5.280412,0.019452,0.081271,0.673351
928,0.482432,-8.542512,-6.471527,-0.171602,0.421810,-0.804983
929,-0.128090,-11.662156,-5.829881,0.310695,-0.710922,-0.402092
930,-0.523133,-8.825027,-6.209362,0.127636,1.049596,0.846285
931,0.410606,-7.441179,-4.754885,0.344003,-0.835893,-0.912101
932,1.821988,-9.114726,-4.207809,0.294974,-0.789795,-0.133231
933,-0.028730,-8.599973,-5.572505,-0.112181,-1.313127,-1.171636
934,2.457648,-9.949105,-5.479131,0.218233,-1.126337,-1.626753
935,1.205481,-10.657789,-3.311181,0.614729,-1.435700,-0.397029
936,0.749385,-9.563639,-3.958812,0.434334,-0.738900,-0.269127
937,1.784877,-9.075222,-4.639963,0.588349,-2.134364,-0.571029
938,2.111686,-9.605537,-4.119224,0.046098,-0.850015,-0.223828
939,1.187524,-8.949526,-5.020641,0.486294,-0.251807,0.573960
940,3.046622,-10.686520,-4.248511,-0.308564,0.060221,0.120441
941,1.908179,-9.182961,-4.932055,-0.095926,-0.459115,-0.786331
943,-0.247800,-9.038112,-3.842694,-0.041835,1.184159,2.078407
944,-0.403423,-7.873333,-7.809886,0.032775,-0.517737,-1.184959
945,0.398635,-10.328587,-4.753687,0.208107,-0.211571,0.286980
946,0.603339,-7.720103,-6.202179,-0.013856,-0.092995,-0.754355
947,1.167173,-10.041282,-4.942830,0.217433,-0.449789,-0.962462
948,1.619677,-10.623073,-4.875792,0.007461,-0.788995,-0.165207
949,2.060210,-9.071630,-4.030639,-0.145489,-0.000799,-0.283516
950,2.103306,-8.028955,-5.033809,0.280052,-0.239816,-0.715185
951,3.296816,-11.044453,-3.154361,-0.040769,0.019718,0.138827
952,1.499967,-7.644686,-4.525041,0.032775,1.002432,1.278487
953,0.891840,-10.411186,-3.946841,-0.400760,0.762349,-0.187057
954,1.960851,-10.277111,-4.742914,-0.453786,1.057057,0.923559
955,1.031901,-7.571663,-6.652289,-0.228358,1.605436,0.519602
956,1.576582,-9.418790,-4.565742,0.124704,0.264064,-0.260334
957,1.170765,-10.026917,-5.451597,0.092729,0.509476,0.792992
958,1.655591,-9.036914,-5.120000,-0.090597,0.020251,-0.052493
959,2.086547,-8.908825,-5.834670,-0.193985,0.138560,-0.054625
960,1.478420,-8.528147,-4.863821,-0.051960,-0.168138,0.044766
961,1.278504,-8.853758,-5.069722,-0.051694,-0.025314,-0.202511
962,1.521515,-9.245210,-5.039794,0.070080,0.201712,0.291510
963,2.053028,-8.969876,-5.471948,-0.001865,-0.212637,-0.409819
965,1.942895,-9.282320,-5.206192,0.104720,0.277920,0.220631
966,1.757344,-9.244013,-5.210980,-0.051161,-0.120708,-0.317090
967,2.172738,-9.058462,-4.921282,-0.027979,0.259534,-0.035706
968,1.951274,-9.252393,-4.856638,0.011191,-0.084202,-0.307764
969,2.015918,-8.860941,-4.982334,-0.027179,0.053825,-0.014655
970,2.041057,-9.234436,-4.723760,-0.072478,-0.064750,0.041568
971,2.060210,-8.783129,-5.600038,-0.073011,-0.045832,0.054625
972,1.539472,-8.935161,-4.781221,0.046098,0.150551,0.366919
973,1.357512,-8.804677,-5.969942,0.058888,-0.270726,-0.031443
974,1.273715,-9.655815,-5.708974,0.124704,0.366386,1.158046
975,0.780510,-8.147469,-5.272032,-0.010925,0.472971,-0.306965
976,1.225831,-8.755595,-3.823540,0.387703,0.175599,0.000533
977,2.044648,-9.828198,-5.828684,0.236086,-0.613130,-0.438064
978,1.405396,-7.885303,-4.855441,0.459381,0.012257,-0.014655
979,3.487155,-7.454347,-5.651513,1.124738,-1.631017,-1.552410
980,5.688623,-13.238738,-2.822764,-0.738634,-1.165507,-1.588383
981,4.305972,-7.530962,-3.915717,-1.281951,0.133231,0.675749
982,5.294777,-8.109161,-6.307524,-1.246245,-1.074910,-1.904407
983,5.449203,-6.518214,-7.309498,-0.770609,-0.219832,-0.541985
984,5.669470,-7.244854,-10.140641,-0.179862,-0.829231,-0.461247
986,4.647145,-5.457583,-8.117541,0.300836,-0.441262,-0.406622
987,4.127604,-6.104017,-6.895301,0.194518,-0.600074,-1.231323
988,4.675876,-6.590040,-6.308722,0.072478,2.269994,2.468508
989,3.837905,-4.690241,-8.170214,-0.390634,1.406655,0.968058
990,5.482722,-10.155006,-8.001422,-0.880925,-0.147354,0.921960
991,4.316746,-4.831499,-7.666234,-0.236086,0.922227,1.247844
992,2.541445,-6.147113,-6.918046,0.547580,-1.181228,-0.544383
993,2.986767,-7.129933,-8.458714,0.935017,0.435666,0.743430
994,5.527015,-7.261614,-6.064513,0.150018,-0.325884,-1.923060
995,2.753332,-7.290344,-4.685453,0.692536,0.425807,0.428205
996,5.114015,-8.216900,-8.016984,-0.052760,-0.616061,-1.058656
997,4.558560,-8.310274,-5.436035,0.066882,0.163608,0.486560
998,4.326323,-8.239645,-6.600814,-0.184126,-0.073810,0.294441
999,3.888184,-6.691794,-7.206547,0.136162,0.187590,0.276055
1000,4.465186,-8.486248,-5.670667,-0.028245,0.212904,0.091130
1001,4.145560,-7.102399,-6.856994,0.124438,-0.301369,-0.053559
1002,3.432088,-8.731653,-5.920861,0.133231,-0.135629,-0.551577
1003,3.913323,-7.934384,-6.424840,0.341871,-0.057023,0.444726
1004,3.646369,-8.582016,-6.971915,0.222496,-0.437798,0.473504
1005,1.496376,-7.010222,-5.528212,0.286714,0.010392,0.601406
1007,3.839103,-9.727641,-5.647922,-0.283516,-0.219565,-0.946208
1008,3.973178,-9.467871,-5.777209,-0.182260,0.560371,2.359259
1009,0.932542,-5.893328,-7.939173,-0.041568,0.138827,0.281384
1010,1.783680,-9.701305,-5.365406,0.225427,-0.642175,-0.443394
1011,0.411803,-9.672575,-6.403293,-0.076208,0.357593,0.137228
1012,1.624466,-7.109582,-6.817489,0.349865,1.034407,0.602205
1013,3.476381,-9.783905,-5.216966,-0.276055,-0.819372,-1.825801
1014,1.687912,-9.039309,-5.040992,0.205443,0.812178,2.022717
1015,1.946486,-7.922413,-7.490260,0.002398,-0.414083,-0.831096
1016,1.567005,-9.849746,-5.075707,-0.074609,0.153749,0.152949
1017,1.080982,-7.150283,-6.712144,0.483629,0.151617,0.282450
1018,2.989161,-9.700109,-5.821501,-0.023449,-0.536123,-2.042435
1019,3.404555,-9.953894,-4.507085,0.333611,0.008260,-0.463112
1020,4.426879,-8.005013,-5.893328,0.304833,-0.858276,-1.980083
1021,5.062540,-11.767501,-2.042254,-0.147354,0.112980,-0.480965
1022,4.089296,-6.731298,-4.894945,-0.308564,1.342438,2.812511
1023,3.506308,-7.267599,-6.513426,-0.973654,-0.737835,-1.264364
1024,4.253299,-9.203311,-4.539406,-0.192652,-0.243014,-1.280086
1025,3.889381,-7.234080,-5.154716,0.377844,0.128435,1.684043
1026,3.733757,-7.800309,-7.009026,0.073011,-1.194551,-0.668288
1028,2.486378,-9.197326,-4.559757,0.143090,-1.079440,-0.501749
1029,3.998317,-9.691729,-6.324284,-0.358126,0.026913,-1.136729
1030,4.343082,-7.146692,-6.235698,-0.572628,1.073311,0.876395
1031,4.726154,-6.687006,-8.003817,0.147087,-0.910502,-0.395164
1032,4.089296,-7.727286,-5.576096,0.187323,-1.015222,-0.666956
1033,4.216189,-7.747637,-6.578069,0.170270,-0.657896,0.341605
1034,3.586514,-8.535329,-6.163872,-0.070346,-0.658695,0.000266
1035,2.422932,-6.871359,-6.610391,0.073011,-0.240616,0.298172
1036,2.020706,-8.418014,-6.993463,0.482564,-0.457516,-0.074077
1037,2.476802,-8.564059,-7.344213,0.211038,0.544916,0.589415
1038,2.764106,-8.687361,-6.520608,-0.065816,-0.334943,-0.524931
1039,2.628834,-8.668207,-7.469909,-0.236352,0.237951,0.127902
1040,2.750938,-8.406042,-6.075287,-0.492689,0.715452,-0.376511
1041,2.260126,-7.510611,-7.942764,-0.462845,0.721314,1.159378
1042,4.989516,-9.528923,-14.347254,0.589415,-0.518270,0.128968
1043,0.209493,-8.410830,-2.791639,-1.002165,-1.603571,-0.961130
1044,0.320823,-6.897695,-9.348161,0.055691,1.230790,2.081072
1045,3.922899,-7.102399,-9.427169,-0.684009,0.332279,-1.474337
1046,0.736217,-6.084864,-6.811504,-0.200113,0.734904,0.581421
1047,2.718616,-5.488708,-9.368511,0.357859,-0.029577,0.569164
1048,2.506729,-7.360973,-7.928399,0.084202,-0.050894,-0.442061
1050,1.699883,-7.846996,-7.307104,-0.266196,0.322153,0.241415
1051,1.004368,-7.959524,-7.559692,-0.070879,0.004263,0.491890
1052,1.493982,-8.489840,-8.172607,0.147887,-0.342138,0.075675
1053,1.941698,-7.782352,-7.502231,0.067149,-0.050361,-0.033841
1054,1.230620,-6.756437,-6.488286,0.068481,-0.158012,-0.047697
1055,1.953669,-7.715315,-6.754043,-0.059954,-0.106052,-0.436998
1056,2.613271,-8.446744,-7.653066,-0.718383,1.077308,0.072478
1057,3.112462,-7.064092,-9.464279,-0.456983,0.678147,0.282983
1058,2.024297,-8.298303,-10.257957,0.120974,-0.233421,-0.490025
1059,1.674744,-6.720524,-8.796297,0.278187,0.537188,0.012257
1060,2.305616,-6.479907,-6.549339,0.836426,-0.523599,-0.217966
1061,2.359486,-6.977901,-7.878121,0.241681,0.275256,-0.111648
1062,3.226187,-7.764396,-6.785168,-0.075409,-0.375179,-0.715452
1063,2.716222,-7.613562,-7.584831,-0.248876,-0.051161,0.432202
1064,2.811990,-8.002619,-8.349778,-0.140692,-0.807914,-0.707991
1065,2.753332,-8.905233,-7.056910,-0.073544,-0.705060,0.115645
1066,2.327164,-6.354211,-7.663840,-0.058355,-0.403691,0.206508
1067,2.412158,-5.977125,-7.457938,0.207041,-0.314426,-0.402092
1068,2.800019,-7.337031,-7.078457,0.141225,-0.171335,-0.630983
1069,3.373430,-8.871715,-7.881712,-0.421810,0.195583,-0.580888
1071,2.987964,-6.946776,-8.969876,-0.530793,0.738101,0.794058
1072,3.186682,-6.392519,-10.029311,0.446325,-0.309896,-0.091397
1073,1.762132,-7.395689,-8.467094,0.509210,0.139626,-0.371449
1074,2.309207,-6.452374,-6.209362,0.848949,-0.676282,0.269394
1075,2.512715,-7.418434,-7.902063,0.066083,-0.116444,-0.466309
1076,3.056198,-7.631518,-7.533356,-0.284582,0.155081,-0.106319
1077,2.710236,-7.189788,-8.704121,-0.187323,0.286980,0.346401
1078,2.512715,-8.086416,-8.523358,0.127103,-0.673351,-0.361590
1079,2.139219,-8.953117,-7.746439,0.027446,-0.555308,-0.330413
1080,2.427721,-6.317101,-6.607996,0.054092,0.208374,0.183859
1081,2.869451,-6.546945,-7.388506,0.079939,-0.285914,-0.285381
1082,3.458424,-7.565677,-7.102399,-0.100456,0.016521,-0.003198
1083,2.852691,-7.918822,-8.651448,-0.417813,0.543317,0.004530
1084,3.320758,-7.351396,-8.561666,-0.279786,0.637911,0.366652
1085,2.036268,-7.650671,-9.817424,0.275522,-0.108184,0.312827
1086,1.595735,-5.566519,-9.022549,0.373580,0.776738,0.317623
1087,2.389413,-6.251261,-6.593631,0.582753,-0.224894,-0.524398
1088,2.934094,-8.383297,-7.295133,-0.082603,0.154015,-0.212904
1089,3.903746,-7.534553,-7.878121,-0.625920,0.781801,0.323219
1090,3.168726,-6.573281,-7.815871,-0.239550,0.289911,0.573694
1091,3.033453,-8.033744,-8.297106,-0.012790,-0.543051,-0.059954
1093,2.504335,-8.175002,-6.854599,0.176398,-0.338940,0.029044
1094,3.059790,-6.708553,-5.954380,0.013057,-0.009326,0.328815
1095,2.907758,-7.092823,-7.580042,-0.193718,-0.253139,-0.005329
1096,3.642778,-7.389704,-7.062895,-0.349066,0.221430,-0.033308
1097,2.922123,-7.863756,-8.459911,-0.468708,0.261933,0.273124
1098,2.841918,-7.138312,-9.702502,-0.262998,0.480965,0.297639
1099,1.758541,-8.591593,-10.066422,0.346668,-0.912634,-0.559038
1100,1.810017,-6.754043,-8.522161,0.363721,0.322153,-0.259801
1101,2.208651,-5.923255,-5.669470,0.259268,-0.030110,-0.389568
1102,2.236184,-7.044939,-7.497443,-0.078606,-0.087400,-0.053825
1103,2.917335,-7.964312,-8.872911,-0.486294,-0.002665,-0.547047
1104,3.409343,-7.576451,-7.741651,-0.321887,0.074609,-0.213170
1105,1.762132,-8.081628,-8.104373,0.035706,-1.080505,0.049029
1106,2.402581,-7.182605,-6.965930,0.074609,-0.391167,0.259801
1107,2.705448,-5.834670,-6.913258,-0.098325,-0.089798,-0.122839
1108,2.372654,-6.873753,-7.782352,-0.057822,-0.321354,-0.436199
1109,2.817975,-7.716512,-8.716091,-0.272858,0.320554,-0.384505
1110,2.980781,-8.607155,-9.403227,-0.286714,-0.134297,-0.082870
1111,1.726219,-7.826645,-9.059659,0.039170,-0.178796,0.457783
1112,0.697910,-5.494693,-10.080787,0.202511,0.345868,-0.021051
1114,2.129642,-6.336255,-6.125565,0.433002,-0.460980,-0.903308
1115,2.438494,-6.196194,-7.623138,0.033574,0.155348,-0.082603
1116,2.826355,-6.818686,-8.878897,-0.095394,-0.069014,-0.814842
1117,3.374627,-7.363368,-8.177396,-0.070346,-0.111648,-0.296839
1118,2.893393,-7.746439,-8.725668,-0.003730,-1.098891,-0.278720
1119,2.227805,-7.308300,-7.173028,-0.066349,-0.370916,0.040502
1120,2.895787,-6.009446,-6.690597,-0.265930,0.071145,0.226227
1121,2.788048,-6.003461,-8.953117,-0.221430,-0.119642,-0.348000
1122,3.630807,-6.254852,-8.638280,-0.206775,0.368784,-0.349599
1123,3.037045,-6.664260,-10.534488,-0.176132,0.103654,0.438597
1124,2.369063,-6.320693,-10.040085,0.386371,-0.304833,0.232622
1125,1.458069,-6.700173,-9.211691,0.226493,-0.178530,-0.290444
1126,1.963245,-6.210559,-7.431602,0.007461,0.009326,-0.009593
1127,2.341529,-4.853047,-8.664616,-0.172934,0.320288,0.216634
1128,3.468001,-5.467160,-9.501390,-0.053825,0.025047,-0.556907
1129,3.148375,-6.186617,-9.648633,0.185458,0.154815,-0.011458
1130,2.115277,-7.386112,-9.278728,0.413017,-1.080505,-0.469507
1131,1.856703,-8.177396,-7.905654,0.255538,-0.583286,-0.280585
1132,2.379837,-6.549339,-6.889316,-0.224894,0.075942,0.244879
1133,2.400187,-5.031415,-8.082825,-0.289645,0.117510,0.176132
1134,3.246537,-5.880159,-8.396465,-0.142557,-0.177730,-0.657629
1136,2.857480,-6.858191,-9.494206,-0.269394,0.134830,-0.130034
1137,2.291251,-6.856994,-10.791864,-0.322420,-0.412750,-0.434867
1138,0.509965,-6.281188,-9.361329,0.300570,-0.542518,0.395430
1139,1.177947,-5.149928,-9.788693,0.288046,-0.290977,-0.475902
1140,1.313220,-6.860585,-7.757214,0.029577,-0.462312,-0.719449
1141,1.851915,-5.281609,-9.139865,-0.161210,0.192386,0.291776
1142,2.421735,-4.862624,-9.308656,0.188655,-0.471372,-0.935550
1143,2.278083,-6.269217,-9.792285,0.251807,-0.341605,-0.663225
1144,0.530316,-7.448361,-11.075577,0.171069,-1.441562,-0.871066
1145,1.831564,-7.158663,-7.906851,0.386104,-0.866536,-1.391734
1146,1.680730,-6.920440,-6.861782,-0.023715,-0.296040,-0.180928
1147,2.066196,-5.250484,-8.789114,0.038104,-0.389302,-0.446058
1148,2.770091,-6.145916,-8.170214,0.181461,-0.564101,-0.978184
1149,2.589329,-6.867768,-9.235633,-0.151884,-0.038104,-0.452187
1150,2.960430,-6.260838,-10.729615,-0.375712,-0.016254,-0.405556
1151,1.716643,-5.242105,-9.203311,0.458315,-0.330946,0.504413
1152,1.009156,-5.722142,-10.702082,0.206242,0.037038,-0.529994
1153,1.909376,-5.339070,-7.557298,0.251541,-0.391966,-0.717051
1154,2.252944,-5.838261,-8.559271,0.128435,-0.216900,-0.133764
1155,3.172317,-5.448006,-9.398438,0.017320,0.038904,-0.671752
1157,2.814384,-5.503073,-8.930372,0.357326,-0.254472,-0.169737
1158,2.151190,-7.770381,-10.688913,0.097525,-1.246511,-0.848150
1159,1.450886,-7.283162,-7.709330,0.188655,-0.738101,-0.101522
1160,2.472013,-6.897695,-6.939594,-0.180662,-0.149219,0.006129
1161,2.274492,-5.237316,-8.254010,-0.573960,0.566766,0.455651
1162,2.810793,-3.683479,-9.621099,0.127369,0.094861,-0.378910
1163,3.576937,-6.556521,-10.002975,0.111914,-0.382107,-1.042668
1164,2.219425,-7.581240,-11.359290,-0.040769,-0.259534,0.027979
1165,0.985214,-4.873397,-9.161413,0.328015,0.045299,0.841755
1166,0.331597,-5.950788,-10.556035,0.278986,-0.188655,-0.505213
1167,1.581370,-6.335058,-7.040150,-0.216368,0.284848,-0.400760
1168,1.681927,-5.152322,-8.900445,-0.272858,0.428205,0.508410
1169,1.774103,-5.181053,-10.876859,0.048763,-0.118576,-0.534257
1170,2.616863,-6.563704,-9.470264,0.231822,-0.897446,-1.486061
1171,0.671574,-8.288726,-8.777143,0.268328,-1.061054,-0.468441
1172,1.582567,-6.924031,-8.225280,-0.166806,-0.449789,-0.236619
1173,2.027889,-5.324705,-8.771158,-0.232888,-0.062086,-0.038637
1174,2.200271,-5.446809,-9.223662,0.104187,-0.468974,-0.529727
1175,2.636016,-6.022614,-8.457518,-0.029844,0.099124,-0.303234
1176,2.231396,-6.009446,-10.073604,-0.025847,-0.129501,0.010392
1178,0.702698,-7.552509,-11.222820,0.048230,-0.285115,-0.489492
1179,0.319626,-6.399701,-9.114726,0.127103,-0.174533,0.205176
1180,0.597353,-5.507861,-9.999383,0.565433,-0.505479,-0.516671
1181,1.507150,-5.558139,-7.850587,0.538787,-0.325084,-1.308597
1182,1.520318,-6.229713,-8.154651,0.614462,-0.818306,-0.958998
1183,2.021903,-7.044939,-8.978256,0.321620,-0.925158,-1.039470
1184,2.037466,-8.151060,-9.746795,-0.315225,-0.889985,-1.280352
1185,0.978031,-8.137892,-7.766790,-0.160943,-0.861740,-0.529727
1186,1.947683,-7.218518,-8.738836,-0.626986,-0.417813,0.094861
1187,1.878251,-4.705803,-7.996634,-0.564900,-0.269926,-0.331746
1188,2.730587,-3.174711,-9.357738,-0.395697,0.270726,-0.148153
1189,3.495534,-2.375048,-10.551247,0.597675,-0.375979,-1.072245
1190,3.687071,-5.724536,-8.809465,0.700263,-1.221730,-1.714153
1191,2.451663,-8.901642,-12.624625,-0.594744,-0.656031,-0.829498
1192,1.046266,-5.730522,-9.056067,-0.419412,0.493489,0.932619
1193,1.223437,-3.708618,-10.571598,-0.024515,-0.328548,2.726178
1194,-0.927753,-3.016694,-10.016143,-0.025847,-0.215035,0.112447
1195,-0.663194,-3.888184,-6.924031,0.615262,-1.356560,-0.734104
1196,-0.960075,-6.325481,-9.714474,0.121507,-0.470839,0.424475
1197,-1.468843,-7.037756,-13.497313,-0.594744,0.439930,-1.066116
1199,-1.523909,-6.048951,-8.854955,0.128968,-0.588882,-0.246211
1200,0.263362,-6.392519,-7.586028,-0.059688,-0.296839,0.244613
1201,-0.915782,-6.180632,-7.736863,-0.510809,0.272058,0.181727
1202,-1.041478,-3.383007,-9.929952,0.186524,0.248343,0.496686
1203,1.340753,-5.288792,-9.081207,0.033041,-0.930753,-1.016554
1204,1.033098,-5.465962,-9.992201,-0.393832,0.243014,0.354129
1205,-0.167594,-5.477933,-13.162124,-0.633648,-0.131632,-0.157746
1206,-2.255338,-2.819172,-10.723629,0.624588,0.176931,1.251041
1207,-2.480393,-4.581305,-10.947487,0.229691,0.152417,-0.389035
1208,-2.743755,-2.896984,-7.395689,0.645905,0.038637,-0.160144
1209,-1.291672,-5.477933,-8.233660,0.119375,-0.555308,-0.516138
1210,-1.285686,-4.004303,-10.008960,-0.169204,-0.314159,-0.401026
1211,-2.366668,-5.907693,-11.166556,-0.203577,-1.023482,-1.342172
1212,-1.102530,-6.628347,-11.304223,-0.208374,0.346401,-0.369051
1213,-0.470461,-4.436456,-13.646950,0.538521,1.146322,1.764248
1214,-0.136469,-4.146757,-6.766014,1.431969,-0.671752,-1.350698
1215,-0.111330,-9.807847,-3.749320,0.361590,-1.009893,-1.112481
1216,0.366313,-6.236896,-5.462371,-0.934217,1.351764,2.586818
1217,0.634463,-1.419762,-12.797009,-0.471905,1.434900,0.110848
1218,0.549469,-8.074445,-7.983466,0.117243,-1.642475,-1.414383
1220,0.672771,-5.956774,-9.533711,-0.203044,0.683743,1.099691
1221,0.469264,-3.881001,-9.961076,0.050361,-0.318423,-0.271259
1222,-0.134075,-6.287174,-9.080010,0.163874,-0.480965,-1.081305
1223,-0.203507,-8.202535,-10.026917,-0.148420,-0.198781,-0.322686
1224,2.158373,-5.184644,-10.864887,-0.705326,0.900110,0.509476
1225,-0.113725,-1.392228,-12.698846,0.582221,0.282450,0.742098
1226,0.379481,-5.036203,-7.551312,0.491090,-0.964061,-1.462080
1227,0.798466,-5.345055,-8.274361,-0.519602,0.270193,0.391167
1228,0.233435,-3.596091,-12.307394,-0.427139,0.021051,0.575026
1229,0.005986,-5.337873,-10.778696,-0.228092,-0.591813,-0.373314
1230,0.587777,-3.606865,-11.282676,-0.215302,0.089531,0.179596
1231,-0.270545,-5.013458,-10.870872,-0.197982,-0.538254,-0.726643
1232,-1.471237,-5.549759,-9.991004,0.251541,0.277121,0.445525
1233,-0.578200,-5.535394,-8.596381,0.322420,-0.257136,-0.232888
1234,-0.128090,-4.797980,-8.593987,0.165473,0.266196,0.289911
1235,-0.903811,-5.129577,-9.386468,0.103121,-0.492156,-0.298172
1236,0.088585,-6.332664,-9.063251,-0.261666,-0.162809,-0.206775
1237,0.427365,-4.745308,-9.481039,-0.384772,0.222763,0.536389
1238,1.538275,-4.954801,-10.775105,-0.474836,0.015188,0.001865
1239,-1.641225,-3.806781,-13.014880,0.255005,0.335476,2.192720
1241,-2.023100,-3.055001,-12.872425,0.176398,0.192652,-0.237685
1242,-1.895011,-3.663129,-7.511808,0.768744,-0.362389,-0.473237
1243,-1.318008,-5.176264,-9.137471,0.231289,0.455651,0.373580
1244,-0.770933,-3.198653,-9.846154,0.078340,0.013323,-0.674683
