,time,x,y
327,2021-12-20 00:55:35.176330,1.0,1.0
328,2021-12-20 00:55:35.345656,1.0,2.0
329,2021-12-20 00:55:35.484333,0.0,1.0
330,2021-12-20 00:55:35.622262,1.0,2.0
331,2021-12-20 00:55:35.761934,1.0,2.0
332,2021-12-20 00:55:35.934365,1.0,2.0
333,2021-12-20 00:55:36.105164,1.0,2.0
334,2021-12-20 00:55:36.260455,1.0,2.0
335,2021-12-20 00:55:36.421603,1.0,2.0
336,2021-12-20 00:55:36.585500,1.0,2.0
337,2021-12-20 00:55:36.730139,1.0,2.0
338,2021-12-20 00:55:36.898665,1.0,2.0
339,2021-12-20 00:55:37.073521,1.0,2.0
340,2021-12-20 00:55:37.258119,1.0,2.0
341,2021-12-20 00:55:37.422789,1.0,2.0
342,2021-12-20 00:55:37.584977,0.0,2.0
343,2021-12-20 00:55:37.733058,0.0,1.0
344,2021-12-20 00:55:37.897682,1.0,2.0
345,2021-12-20 00:55:38.070329,1.0,2.0
346,2021-12-20 00:55:38.252171,1.0,2.0
347,2021-12-20 00:55:38.412850,1.0,2.0
348,2021-12-20 00:55:38.585359,1.0,2.0
349,2021-12-20 00:55:38.757976,1.0,2.0
350,2021-12-20 00:55:38.937780,1.0,2.0
351,2021-12-20 00:55:39.093259,1.0,1.0
352,2021-12-20 00:55:39.256400,1.0,1.0
353,2021-12-20 00:55:39.420418,1.0,2.0
354,2021-12-20 00:55:39.581433,1.0,2.0
355,2021-12-20 00:55:39.725495,1.0,1.0
356,2021-12-20 00:55:39.892956,1.0,2.0
357,2021-12-20 00:55:40.031865,1.0,2.0
358,2021-12-20 00:55:40.202253,1.0,2.0
359,2021-12-20 00:55:40.375345,1.0,2.0
360,2021-12-20 00:55:40.520489,1.0,2.0
361,2021-12-20 00:55:40.687269,0.0,1.0
362,2021-12-20 00:55:40.830614,1.0,2.0
363,2021-12-20 00:55:40.997137,2.0,1.0
364,2021-12-20 00:55:41.140577,1.0,2.0
365,2021-12-20 00:55:41.307191,1.0,1.0
366,2021-12-20 00:55:41.478804,1.0,2.0
367,2021-12-20 00:55:41.624770,1.0,2.0
368,2021-12-20 00:55:41.784911,1.0,2.0
369,2021-12-20 00:55:41.936582,2.0,2.0
370,2021-12-20 00:55:42.101281,2.0,1.0
371,2021-12-20 00:55:42.254403,1.0,2.0
372,2021-12-20 00:55:42.410094,1.0,2.0
373,2021-12-20 00:55:42.581616,1.0,2.0
374,2021-12-20 00:55:42.728537,1.0,2.0
375,2021-12-20 00:55:42.890040,1.0,2.0
376,2021-12-20 00:55:43.064876,1.0,1.0
377,2021-12-20 00:55:43.248163,1.0,1.0
378,2021-12-20 00:55:43.409683,2.0,2.0
379,2021-12-20 00:55:43.576994,1.0,2.0
380,2021-12-20 00:55:43.727814,1.0,1.0
381,2021-12-20 00:55:43.889645,1.0,2.0
382,2021-12-20 00:55:44.028556,1.0,2.0
383,2021-12-20 00:55:44.196593,1.0,1.0
384,2021-12-20 00:55:44.339845,1.0,0.0
385,2021-12-20 00:55:44.512171,2.0,1.0
386,2021-12-20 00:55:44.657980,1.0,1.0
387,2021-12-20 00:55:44.821964,1.0,1.0
388,2021-12-20 00:55:44.995374,2.0,1.0
389,2021-12-20 00:55:45.166154,1.0,1.0
390,2021-12-20 00:55:45.340069,2.0,1.0
391,2021-12-20 00:55:45.508314,1.0,1.0
392,2021-12-20 00:55:45.648859,2.0,1.0
393,2021-12-20 00:55:45.821165,1.0,1.0
394,2021-12-20 00:55:45.967276,0.0,1.0
395,2021-12-20 00:55:46.126432,1.0,1.0
396,2021-12-20 00:55:46.302287,1.0,1.0
397,2021-12-20 00:55:46.449915,1.0,1.0
398,2021-12-20 00:55:46.613051,1.0,1.0
399,2021-12-20 00:55:46.785878,1.0,1.0
